"Source: Calculated by ReFED based on data from various sources. See https://insights.refed.com/methodology for more information. Data last updated January 23, 2021",,,,,,,
,,,,,,,
,,,,,,,
solution_group,solution_priority_action_area,solution_name,stakeholder,state,annual_us_dollars_cost,annual_us_dollars_gross_financial_benefit,annual_us_dollars_net_financial_benefit
Prevention,Refine Product Management,Assisted Distressed Sales,Manufacturers,Colorado,53615.85892,3165888.813,3112272.954
Recycling,Recycle Anything Remaining,Home Composting,Consumers,Massachusetts,9921.008451,0,-9921.008451
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Consumers,Missouri,0,118269363.5,118269363.5
Prevention,Refine Product Management,Enhanced Demand Planning,Retailers,Alaska,597376.1153,11293619.82,10696243.71
Prevention,Reshape Consumer Environments,Meal Kits,Consumers,Hawaii,2153063.137,21530631.37,19377568.23
Prevention,Enhance Product Distribution,Intelligent Routing,Foodservice,Louisiana,377881.8669,1259169.718,881287.8508
Prevention,Refine Product Management,Enhanced Demand Planning,Retailers,Vermont,455952.1601,8619946.835,8163994.675
Prevention,Refine Product Management,Assisted Distressed Sales,Solution Providers,North Carolina,0,167154.8243,167154.8243
Recycling,Recycle Anything Remaining,Livestock Feed,Retailers,Nevada,3145.323951,2264.175895,-881.1480559
Prevention,Refine Product Management,Markdown Alert Applications,Retailers,Virginia,9047751.543,32054013.66,23006262.12
Prevention,Reshape Consumer Environments,Standardized Date Labels,Foodservice,Kentucky,0,2633711.616,2633711.616
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Consumers,Michigan,0,31452141.39,31452141.39
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Solution Providers,Minnesota,457730.5353,0,-457730.5353
Prevention,Optimize The Harvest,Partial Order Acceptance,Retailers,Washington,3791442.314,3971605.538,180163.2242
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Retailers,New Mexico,181648.0664,0,-181648.0664
Prevention,Refine Product Management,Increased Delivery Frequency,Retailers,South Dakota,295773.4326,1258390.972,962617.5393
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Retailers,Mississippi,0,1280398.787,1280398.787
Prevention,Enhance Product Distribution,Decreased Transit Time,Manufacturers,Indiana,417928.5349,2198674.198,1780745.663
Rescue,Strengthen Food Rescue,Donation Transportation,Solution Providers,Vermont,211052.628,0,-211052.628
Recycling,Recycle Anything Remaining,Community Composting,Consumers,Arizona,48258.7889,0,-48258.7889
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Government,Ohio,8712362.429,9702070.568,989708.1392
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Consumers,Michigan,0,191160401,191160401
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Manufacturers,Oklahoma,2330739.472,0,-2330739.472
Recycling,Recycle Anything Remaining,Centralized Composting,Foodservice,Ohio,0,94339.58557,94339.58557
Rescue,Strengthen Food Rescue,Donation Education,Manufacturers,Alabama,76136.54661,54474.60535,-21661.94126
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Foodservice,South Carolina,221747.7907,335403.5439,113655.7531
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Foodservice,South Carolina,16316.85344,82841.01431,66524.16087
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Solution Providers,Pennsylvania,5692861.287,0,-5692861.287
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Solution Providers,Vermont,0,376108.8563,376108.8563
Rescue,Strengthen Food Rescue,Donation Transportation,Foodservice,Hawaii,109308.6252,165334.2302,56025.60497
Prevention,Refine Product Management,Markdown Alert Applications,Foodservice,Michigan,23088936.42,71389455.75,48300519.33
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Consumers,California,0,157011467.8,157011467.8
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Consumers,Texas,0,72453.65599,72453.65599
Prevention,Reshape Consumer Environments,Portion Sizes,Solution Providers,North Dakota,0,79641.74981,79641.74981
Prevention,Enhance Product Distribution,Decreased Transit Time,Foodservice,Kentucky,303085.5098,1594498.185,1291412.675
Recycling,Recycle Anything Remaining,Livestock Feed,Manufacturers,South Dakota,9713.66139,6992.423774,-2721.237616
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Producers,Idaho,2284868.707,13033645.21,10748776.51
Recycling,Recycle Anything Remaining,Livestock Feed,Foodservice,Michigan,51745.02567,37248.89444,-14496.13124
Recycling,Recycle Anything Remaining,Centralized Composting,Manufacturers,Ohio,0,103267.6418,103267.6418
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Retailers,South Dakota,0,463659.6051,463659.6051
Prevention,Reshape Consumer Environments,Buffet Signage,Foodservice,Michigan,1409.989819,4492871.062,4491461.072
Prevention,Reshape Consumer Environments,Standardized Date Labels,Consumers,Texas,0,162059325.8,162059325.8
Prevention,Optimize The Harvest,Buyer Specification Expansion,Manufacturers,Georgia,0,1961477.539,1961477.539
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Solution Providers,Missouri,544435.8214,0,-544435.8214
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Foodservice,Vermont,0,952.6227167,952.6227167
Prevention,Refine Product Management,Minimized On Hand Inventory,Retailers,New York,2460505.96,30637634.53,28177128.57
Recycling,Recycle Anything Remaining,Community Composting,Solution Providers,Maryland,116681.93,33973.97059,-82707.95936
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Foodservice,Montana,20160.49322,30493.65611,10333.16288
Rescue,Strengthen Food Rescue,Donation Education,Manufacturers,Pennsylvania,352271.307,252045.0596,-100226.2475
Prevention,Refine Product Management,Markdown Alert Applications,Foodservice,Maine,2829203.02,8747707.565,5918504.545
Prevention,Refine Product Management,Dynamic Pricing,Retailers,Pennsylvania,37223247.24,38688636.71,1465389.468
Prevention,Reshape Consumer Environments,Standardized Date Labels,Consumers,Alabama,0,28209400.57,28209400.57
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Consumers,Kentucky,0,27641136.57,27641136.57
Rescue,Strengthen Food Rescue,Donation Education,Retailers,Arizona,161349.4847,111971.5482,-49377.93654
Prevention,Reshape Consumer Environments,Package Design,Manufacturers,Ohio,18254392.61,0,-18254392.61
Prevention,Enhance Product Distribution,First Expired First Out,Manufacturers,Alabama,50037.59833,195689.8906,145652.2922
Prevention,Reshape Consumer Environments,K-12 Lunch Improvements,Government,Indiana,142.4250883,142.4250883,0
Rescue,Strengthen Food Rescue,Donation Education,Manufacturers,South Dakota,22731.57876,16264.11805,-6467.46071
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Retailers,California,8595081.871,169908611.3,161313529.5
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Foodservice,California,112542.2912,571379.6222,458837.3311
Prevention,Reshape Consumer Environments,Standardized Date Labels,Manufacturers,Texas,697722.4241,7236631.016,6538908.592
Rescue,Strengthen Food Rescue,Donation Education,Foodservice,West Virginia,131415.6776,198772.1448,67356.46727
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Producers,New York,491961.3642,0,-491961.3642
Prevention,Refine Product Management,Waste Tracking (foodservice),Foodservice,Maine,4282793.849,14934885.41,10652091.56
Prevention,Optimize The Harvest,Partial Order Acceptance,Foodservice,Montana,24966.50484,26152.87289,1186.368046
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Government,Arizona,1849010.769,0,-1849010.769
Prevention,Enhance Product Distribution,First Expired First Out,Retailers,Indiana,11852652.3,46354027.93,34501375.63
Prevention,Enhance Product Distribution,Intelligent Routing,Solution Providers,Oregon,0,11288002.16,11288002.16
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Solution Providers,Tennessee,0,6004676.569,6004676.569
Prevention,Reshape Consumer Environments,Standardized Date Labels,Foodservice,Nevada,0,3118069.004,3118069.004
Prevention,Reshape Consumer Environments,Meal Kits,Retailers,California,0,180025.2683,180025.2683
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Foodservice,Pennsylvania,263801.5598,399011.768,135210.2082
Prevention,Enhance Product Distribution,Intelligent Routing,Foodservice,Alabama,440256.4662,1467012.997,1026756.531
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Retailers,North Carolina,0,55964665.91,55964665.91
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Consumers,Georgia,0,101151.1427,101151.1427
Rescue,Strengthen Food Rescue,Donation Transportation,Manufacturers,Florida,96615.21599,69126.7991,-27488.41689
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Manufacturers,New Mexico,1481060.59,0,-1481060.59
Prevention,Reshape Consumer Environments,Portion Sizes,Foodservice,Nebraska,173593.3247,3227912.296,3054318.972
Prevention,Enhance Product Distribution,Intelligent Routing,Manufacturers,Texas,1510070.556,5031824.18,3521753.624
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Retailers,New York,0,15809.19451,15809.19451
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Solution Providers,New Jersey,8902910.272,12270316.54,3367406.271
Prevention,Reshape Consumer Environments,Buffet Signage,Solution Providers,Missouri,0,1163.48248,1163.48248
Recycling,Recycle Anything Remaining,Community Composting,Government,Connecticut,0,60333.75974,60333.75974
Prevention,Reshape Consumer Environments,Package Design,Consumers,Florida,0,217761391,217761391
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Retailers,Minnesota,226309.6823,1148979.103,922669.4207
Rescue,Strengthen Food Rescue,Donation Education,Manufacturers,Missouri,204162.4293,146075.2852,-58087.14405
Rescue,Strengthen Food Rescue,Donation Transportation,Foodservice,New Jersey,641032.7002,969590.8973,328558.1971
Rescue,Strengthen Food Rescue,Donation Transportation,Consumers,Hawaii,0,6147810.178,6147810.178
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Foodservice,Michigan,395736.0947,598568.708,202832.6133
Prevention,Reshape Consumer Environments,Standardized Date Labels,Foodservice,Minnesota,0,3182644.568,3182644.568
Prevention,Refine Product Management,Enhanced Demand Planning,Retailers,North Dakota,754779.2149,14269384.54,13514605.33
Recycling,Recycle Anything Remaining,Centralized Composting,Consumers,Oregon,0,101069.932,101069.932
Prevention,Reshape Consumer Environments,Standardized Date Labels,Consumers,Maine,0,9254274.303,9254274.303
Rescue,Strengthen Food Rescue,Donation Transportation,Solution Providers,South Carolina,3120190.913,0,-3120190.913
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Government,Illinois,467484.7097,0,-467484.7097
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Foodservice,Utah,133260.1221,201561.9504,68301.82835
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Foodservice,Connecticut,0,5796.405552,5796.405552
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Consumers,New Hampshire,0,10359006.08,10359006.08
Rescue,Strengthen Food Rescue,Donation Education,Government,Washington,1180309.411,0,-1180309.411
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Foodservice,Texas,1344068.409,2032964.145,688895.7353
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Consumers,New York,0,66679460.18,66679460.18
Prevention,Reshape Consumer Environments,Buffet Signage,Solution Providers,Vermont,0,239.8052744,239.8052744
Prevention,Refine Product Management,Dynamic Pricing,Solution Providers,Maine,0,5174582.602,5174582.602
Prevention,Refine Product Management,Waste Tracking (foodservice),Solution Providers,West Virginia,0,5141710.99,5141710.99
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Retailers,West Virginia,26351.65436,18287.23247,-8064.42189
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Consumers,Alabama,0,32131.74072,32131.74072
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Producers,New Mexico,1714977.644,8446904.116,6731926.472
Recycling,Recycle Anything Remaining,Centralized Composting,Manufacturers,New Jersey,0,43094.75111,43094.75111
Prevention,Refine Product Management,Minimized On Hand Inventory,Retailers,Florida,4014898.081,49992555.22,45977657.14
Recycling,Recycle Anything Remaining,Home Composting,Government,Maryland,50181.64123,146864.9367,96683.29542
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Solution Providers,Ohio,0,7223539.231,7223539.231
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Government,Colorado,370717.993,0,-370717.993
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Manufacturers,Arizona,2052566.495,1026366.941,-1026199.554
Prevention,Refine Product Management,Dynamic Pricing,Solution Providers,Kansas,0,9744176.08,9744176.08
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Retailers,Wisconsin,0,16009108.76,16009108.76
Recycling,Recycle Anything Remaining,Home Composting,Consumers,Florida,30378.32225,0,-30378.32225
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Solution Providers,Wisconsin,0,4394111.113,4394111.113
Prevention,Enhance Product Distribution,Intelligent Routing,Solution Providers,Wyoming,0,1593129.039,1593129.039
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Government,Washington,227069.0245,0,-227069.0245
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Manufacturers,Texas,6604794.097,4575780.281,-2029013.816
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Government,Mississippi,91408.79579,0,-91408.79579
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Producers,Hawaii,21373.02103,0,-21373.02103
Prevention,Refine Product Management,Waste Tracking (foodservice),Solution Providers,Iowa,0,8836391.645,8836391.645
Prevention,Optimize The Harvest,Buyer Specification Expansion,Manufacturers,Michigan,0,1667147.883,1667147.883
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Government,Arizona,43105.55301,522728.4816,479622.9286
Prevention,Refine Product Management,Assisted Distressed Sales,Manufacturers,Indiana,151624.037,8953038.377,8801414.34
Rescue,Strengthen Food Rescue,Donation Transportation,Solution Providers,New Mexico,1524007.303,0,-1524007.303
Rescue,Strengthen Food Rescue,Donation Value-added Processing,Consumers,Michigan,0,13635439.64,13635439.64
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Foodservice,Michigan,213771.4719,323339.0016,109567.5297
Prevention,Reshape Consumer Environments,Meal Kits,Consumers,Nevada,7342786.392,73427863.92,66085077.52
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Consumers,New Mexico,0,34437165.17,34437165.17
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Retailers,Colorado,0,7154448.389,7154448.389
Rescue,Strengthen Food Rescue,Donation Education,Manufacturers,Tennessee,180321.6854,129017.5755,-51304.10995
