"Source: Calculated by ReFED based on data from various sources. See https://insights.refed.com/methodology for more information. Data last updated January 23, 2021",,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
solution_group,solution_priority_action_area,solution_name,state,annual_tons_diversion_potential,annual_mtco2e_reduction_potential,annual_gallons_water_savings_potential,annual_meal_equivalents_diverted,jobs_created,annual_us_dollars_cost,annual_us_dollars_gross_financial_benefit,annual_us_dollars_net_financial_benefit,relevent_for_consumers,relevent_for_foodservice,relevent_for_government,relevent_for_manufacturers,relevent_for_producers,relevent_for_retailers,relevent_for_solution_providers
Prevention,Enhance Product Distribution,Intelligent Routing,North Dakota,3939.290184,6525.713251,520936564.6,6565483.64,5.973933564,2115914.217,9166517.436,7050603.219,No,Yes,No,Yes,No,Yes,Yes
Prevention,Enhance Product Distribution,Intelligent Routing,California,142011.0538,254596.9954,17021961231,236685089.7,215.3597631,103005162.2,446236717.8,343231555.6,No,Yes,No,Yes,No,Yes,Yes
Prevention,Enhance Product Distribution,Intelligent Routing,Nebraska,6009.507782,16403.56588,1454977897,10015846.3,9.113418551,4311247.295,18677091.53,14365844.24,No,Yes,No,Yes,No,Yes,Yes
Prevention,Enhance Product Distribution,Intelligent Routing,Maine,5885.356407,10623.91707,772738925.6,9808927.345,8.925142991,3871243.569,16770916.98,12899673.41,No,Yes,No,Yes,No,Yes,Yes
Prevention,Enhance Product Distribution,Intelligent Routing,Tennessee,21031.83568,50897.39435,3790754441,35053059.47,31.89477881,16754927.66,72585332.28,55830404.62,No,Yes,No,Yes,No,Yes,Yes
Prevention,Enhance Product Distribution,Intelligent Routing,Kansas,9303.337524,23574.91744,1866311347,15505562.54,14.10851135,7411466.576,32107793.9,24696327.33,No,Yes,No,Yes,No,Yes,Yes
Prevention,Enhance Product Distribution,Intelligent Routing,Oregon,16744.1667,30244.18977,2123554610,27906944.51,25.39252881,11288002.16,48901636.85,37613634.69,No,Yes,No,Yes,No,Yes,Yes
Prevention,Enhance Product Distribution,Intelligent Routing,Texas,91238.50419,207515.0387,15004531330,152064173.6,138.3631916,71501628.76,309757797.1,238256168.3,No,Yes,No,Yes,No,Yes,Yes
Prevention,Enhance Product Distribution,Intelligent Routing,Idaho,13826.03679,13418.07585,1087935690,23043394.65,20.9671848,4094464.531,17737949.97,13643485.44,No,Yes,No,Yes,No,Yes,Yes
Prevention,Enhance Product Distribution,Intelligent Routing,Alabama,13637.80422,35119.00658,2754757874,22729673.71,20.68173011,10864502.11,47066959.17,36202457.06,No,Yes,No,Yes,No,Yes,Yes
Prevention,Enhance Product Distribution,Intelligent Routing,Alaska,2145.079651,4873.651244,358970099.3,3575132.752,3.253013291,1708869.113,7403125.51,5694256.397,No,Yes,No,Yes,No,Yes,Yes
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Oklahoma,123.0266926,366.8948559,29833433.97,205044.4877,0,98036.00824,497730.9131,399694.9048,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Colorado,500.779501,929.4674949,67004365.37,834632.5017,0,342501.5874,1738887.893,1396386.306,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,North Carolina,664.7283039,1465.044005,116245111.9,1107880.507,0,483856.7359,2456551.009,1972694.273,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Mississippi,158.6340994,416.7829282,36609316.3,264390.1656,0,119980.0756,609141.4131,489161.3375,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Florida,1443.263106,2847.557174,199782913.7,2405438.509,0,1066247.275,5413360.245,4347112.971,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Delaware,54.91082363,151.8442105,13589745.06,91518.03938,0,43756.66647,222153.5326,178396.8662,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Vermont,41.9490526,98.66988055,7509490.024,69915.08766,0,33427.84868,169713.9036,136286.0549,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Louisiana,241.0228708,552.5105938,41032088.53,401704.7846,0,192063.3615,975109.799,783046.4375,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Nevada,215.6091758,443.4104778,29234356.14,359348.6264,0,171812.0067,872293.2368,700481.2302,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,New York,985.9057596,1978.838259,135299492.6,1643176.266,0,753583.1243,3825957.659,3072374.534,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,West Virginia,65.89816857,163.2763699,11626306.34,109830.2809,0,52512.12771,266605.1969,214093.0691,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,New Jersey,511.3992757,1037.878736,68465907.15,852332.1262,0,405239.5549,2057409.898,1652170.343,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,South Carolina,293.2954631,661.4461664,49632484.92,488825.7718,0,226225.1362,1148549.861,922324.7245,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,New Mexico,115.723212,220.8153793,15610100.64,192872.02,0,78237.15093,397211.6906,318974.5396,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Arkansas,132.7162377,446.7893059,41493036.07,221193.7296,0,105757.2946,536932.0492,431174.7546,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Hawaii,55.74125312,119.2010072,8050906.638,92902.08853,0,44120.54317,224000.9424,179880.3993,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Missouri,349.5891184,859.1289232,67584260.12,582648.5307,0,278576.3069,1414337.876,1135761.569,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Connecticut,229.678144,451.351745,30977747.67,382796.9066,0,183023.1142,929212.2697,746189.1555,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,South Dakota,55.71827195,169.9137678,16033394.59,92863.78658,0,44400.09603,225420.2383,181020.1423,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Indiana,439.2542861,1005.617296,75153395.55,732090.4768,0,341989.6429,1736288.74,1394299.097,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Iowa,189.8032259,667.0824452,66826302.5,316338.7098,0,151248.0765,767889.723,616641.6465,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Massachusetts,498.3462963,984.1039981,66371441.66,830577.1605,0,396882.4992,2014980.947,1618098.448,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Rhode Island,47.03039735,101.5837557,6782082.81,78383.99558,0,37477.00863,190271.5753,152794.5667,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Ohio,672.8578782,1533.242547,109576202,1121429.797,0,535578.7676,2719144.872,2183566.104,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Michigan,678.280525,1297.308293,93968390.89,1130467.542,0,469818.1424,2385276.769,1915458.627,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Minnesota,425.6121614,871.612213,69061047,709353.6023,0,288964.5636,1467079.277,1178114.714,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Pennsylvania,721.6970424,1624.839525,120206103.5,1202828.404,0,567542.2897,2881424.357,2313882.068,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Washington,1049.82125,965.3455475,78533804.82,1749702.084,0,353864.5606,1796577.951,1442713.391,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Kentucky,274.6087585,664.1486842,49642526.3,457681.2641,0,218826.8735,1110988.723,892161.849,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Montana,42.60668647,99.07193729,7078868.595,71011.14411,0,33951.89593,172374.5027,138422.6067,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Wisconsin,525.3537677,1065.688581,87483791.2,875589.6128,0,337554.9011,1713773.461,1376218.56,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Arizona,566.1106628,1131.356334,75866917.35,943517.7714,0,440594.302,2236906.706,1796312.404,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Illinois,795.9278194,1765.347393,124565541.3,1326546.366,0,632780.1478,3212638.36,2579858.212,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Virginia,534.9821489,1177.183418,86326559.83,891636.9149,0,422863.3843,2146886.457,1724023.073,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Maryland,337.4196494,711.0634763,48871997.88,562366.0823,0,268878.8491,1365103.674,1096224.825,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Georgia,627.5404885,1401.047485,108925009.5,1045900.814,0,454802.0822,2309039.91,1854237.828,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Wyoming,35.80660469,78.65086622,5657411.292,59677.67448,0,28533.12982,144863.3111,116330.1812,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Utah,156.0179588,381.4943957,28181901.77,260029.9313,0,124325.6854,631204.1672,506878.4817,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,New Hampshire,100.1267046,206.8168676,14195691.53,166877.841,0,79787.74544,405084.0921,325296.3467,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,North Dakota,118.5219238,116.4277475,9877882.959,197536.5396,0,38766.26952,196817.1805,158050.9109,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,California,3291.172987,5026.243978,339352284.3,5485288.311,0,2071040.638,10514717.66,8443677.027,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Nebraska,148.5168871,473.7818457,50939611.07,247528.1451,0,92411.85028,469176.9427,376765.0924,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Maine,146.6418888,189.3457195,14433568.32,244403.1479,0,72339.71151,367270.2643,294930.5528,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Tennessee,390.4010444,935.3486335,70618314.69,650668.4073,0,311098.016,1579451.289,1268353.273,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Kansas,184.2321443,528.6570454,47661130.07,307053.5738,0,146808.661,745350.7155,598542.0545,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Oregon,413.9605169,572.5850286,40196437.33,689934.1948,0,218154.4359,1107574.743,889420.3067,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Texas,1788.524513,3906.499994,286844334.9,2980874.189,0,1360776.562,6908691.746,5547915.183,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Idaho,581.0106021,337.3214665,32080720.6,968351.0035,0,86090.14958,437081.5329,350991.3833,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Alaska,39.69179799,88.42590161,6718564.376,66152.99665,0,31629.1152,160581.6952,128952.58,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Reduced Warehouse Handling,Alabama,250.5691352,667.3738246,55740099.87,417615.2254,0,199670.4721,1013731.263,814060.7905,No,Yes,No,Yes,No,Yes,No
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Alabama,7226.096145,19015.55831,1536336586,12043493.58,10.9583748,2911749.013,22099650.62,19187901.61,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Alaska,1168.517648,2716.427586,202840284.4,1947529.414,1.772057014,470852.4221,3573690.586,3102838.164,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Arizona,14645.41238,30495.2197,2217873781,24409020.64,22.20976788,5901135.975,44790228.41,38889092.43,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Arkansas,3877.446176,11550.61357,945170064.9,6462410.294,5.880147126,1562551.112,11858436.98,10295885.87,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),California,73999.9456,128553.9966,8894005650,123333242.7,112.2209175,29820068.8,226314860.8,196494792,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Colorado,12453.47602,25493.34372,1906625125,20755793.37,18.88569639,5018141.355,38086604.93,33068463.57,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Connecticut,6249.53492,13383.77138,996949737.9,10415891.53,9.477419706,2518105.927,19113022.51,16594916.58,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Delaware,1626.022431,4368.342203,356940953.1,2710037.385,2.465863016,655220.2958,4972882.576,4317662.28,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Florida,38162.72252,81842.57268,6052767006,63604537.54,57.8737687,15377186.56,116713480.9,101336294.3,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Georgia,16109.7684,36986.16799,2849296540,26849614,24.43046378,6491493.742,49268684.79,42777191.04,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Hawaii,1390.665589,2753.783984,193974285.6,2317775.981,2.108944365,560335.8287,4253088.115,3692752.286,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Idaho,7667.076034,7294.661182,586471775.8,12778460.06,11.62712081,3091392.444,23448304.34,20356911.9,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Illinois,20314.87853,44464.88145,3265944809,33858130.88,30.80751329,8185724.943,62129220.09,53943495.14,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Indiana,11917.22746,27985.48933,2081715570,19862045.77,18.07247545,4802081.36,36446589.96,31644508.6,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Iowa,5163.883639,15196.97652,1265386170,8606472.732,7.831029539,2081048.331,15792763.06,13711714.73,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Kansas,4992.738375,12971.76779,1051026881,8321230.624,7.571487745,2011891.611,15269347.58,13257455.97,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Kentucky,7421.634364,18125.15278,1410623945,12369390.61,11.25490851,2990445.089,22697667.34,19707222.25,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Louisiana,6873.477778,16461.32501,1281055882,11455796.3,10.42362905,2769509.638,21021233.92,18251724.28,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Maine,3102.362427,5593.663011,418390548.6,5170604.045,4.70473262,1250284.727,9487989.69,8237704.963,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Maryland,9103.344767,19946.58318,1461085746,15172241.28,13.80522234,3668006.935,27840861.06,24172854.13,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Massachusetts,13153.86031,27099.53113,1930416418,21923100.52,19.94782916,5300117.324,40228598.02,34928480.7,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Michigan,17146.58584,36560.20208,2732523144,28577643.07,26.00279743,6909330.564,52439595.16,45530264.59,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Minnesota,10237.64373,22440.32464,1694879225,17062739.55,15.52538672,4125589.062,31309900.26,27184311.2,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Mississippi,4488.752352,12041.68593,999883437.9,7481253.92,6.807192942,1808790.644,13728001.5,11919210.85,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Missouri,9329.848464,23065.69665,1827218889,15549747.44,14.1487152,3759442.633,28533579.85,24774137.22,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Montana,1121.646279,2520.269641,185453905.1,1869410.464,1.700976582,451949.2435,3430343.352,2978394.109,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Nebraska,3518.338467,10123.86699,875112150.9,5863897.444,5.335560285,1418064.589,10760173.86,9342109.273,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Nevada,5643.375871,11379.52196,800791585.8,9405626.452,8.558179509,2273857.138,17259199.51,14985342.37,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),New Hampshire,2912.069459,6514.977273,479063269.5,4853449.098,4.416153335,1173330.078,8906014.579,7732684.501,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),New Jersey,13443.40721,28091.53152,1992491486,22405678.68,20.38692703,5416775.082,41114122.54,35697347.46,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),New Mexico,2832.960808,5813.813279,417600199.9,4721601.346,4.296185065,1141551.804,8664075.706,7522523.902,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),New York,24329.86,50085.90341,3594015338,40549766.67,36.89623269,9803688.468,74408282.81,64604594.35,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),North Carolina,17523.52582,40453.98346,3124797452,29205876.36,26.5744269,7061201.106,53592394.9,46531193.79,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),North Dakota,2089.742963,3371.249009,284154829.2,3482904.938,3.169095203,842293.8063,6391084.263,5548790.457,No,No,No,Yes,Yes,Yes,Yes
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Ohio,17910.06037,40258.15342,2950445654,29850100.61,27.16060655,7216685.006,54774537.83,47557852.82,No,No,No,Yes,Yes,Yes,Yes
